address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city),rate_clean,approx_cost_clean,cost_bracket
"Site 03, First Floor, Sector 4, Opposite JSS Public School, HSR, Bangalore",MK Dabbawala,No,No,,0,+91 8031925500,HSR,"Takeaway, Delivery",Not Specified,North Indian,400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"Shop 68, First Cross, Neel Kanteshwara Layout, Mangammalya, Sector 3, HSR, Bangalore",Pathak's Kitchen,No,No,,0,+91 8095219015,HSR,"Takeaway, Delivery",Not Specified,"North Indian, Chinese",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"120/4, Harlur Main Road, Near Indian Oil Pump, HSR, Bangalore",Anand Delhi Se,No,No,,0,"+91 9739800300
+91 7406666299",HSR,Quick Bites,Not Specified,"North Indian, South Indian, Chinese",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"745, 22nd Main Road, Sector 3, HSR, Bangalore",Yaadgar Biriyani,No,No,,0,+91 9566062780,HSR,Quick Bites,Not Specified,"North Indian, Biryani",600,Delivery,HSR,,600.0,Mid-Tier (₹300 - ₹700)
"14th Main, 4th Sector, HSR, Bangalore",Arzak,No,No,,0,080 43334321,HSR,"Takeaway, Delivery",Not Specified,"Arabian, Middle Eastern, Rolls, Seafood, BBQ",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"1115, 18th Cross Road, Opposite Syndicate Bank, Sector 7 HSR, Bangalore, Karnataka",Kahaani Cafe And Restaurant,No,No,,0,"+91 8555954841
+91 7619629717",HSR,Quick Bites,Not Specified,"North Indian, Chinese",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"14th Main, 4th Sector HSR, Bangalore",Baba Da Dhaba,No,No,,0,080 43334333,HSR,"Takeaway, Delivery",Not Specified,"North Indian, Biryani, Rolls, Beverages",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"17/9, Krishna Kuteer, 18th Cross, Sector 4, HSR, Bangalore",Waffle Joint,No,No,,0,+91 9886888338,HSR,"Takeaway, Delivery",Not Specified,Belgian,250,Delivery,HSR,,250.0,Budget (< ₹300)
"1082, 18th Cross Road, Sector 3, HSR, Bangalore",Warm Oven,Yes,No,4.0/5,153,"+91 8880233233
+91 8197170008",HSR,Bakery,"Chocolate Cake, Chocochip Cake, Cup Cake, Chocolate Truffle","Bakery, Desserts",500,Delivery,HSR,4.0,500.0,Mid-Tier (₹300 - ₹700)
"Bld No 1126, 23rd main, 11th cross, 1st sector, 560012, ( Land Mark - Near Bank of Baroda )",RICE BAR,No,No,3.1/5,6,+91 9341881122,HSR,Delivery,Not Specified,"North Indian, Biryani",500,Delivery,HSR,3.1,500.0,Mid-Tier (₹300 - ₹700)
"Toska, Near Sri Nandi Sagar Hotel, 25, 7th ABC Cross Road, Teacher's Colony, Jakkasandra",King's Cafe And Restro,No,No,,0,"+91 9916533331
+91 9916533332",HSR,Delivery,Not Specified,"North Indian, Biryani",550,Delivery,HSR,,550.0,Mid-Tier (₹300 - ₹700)
"856, 17th Cross Road, Sector 3, HSR, Bangalore",Amma's Cafe,No,No,3.2/5,6,+91 9845945557,HSR,Quick Bites,Not Specified,Fast Food,300,Delivery,HSR,3.2,300.0,Mid-Tier (₹300 - ₹700)
"2733, Upper Ground Floor, 16th Cross, 27th Main, Opposite NIFT College, Sector 1, HSR Layout, HSR, Bangalore",The Little Chef,No,No,3.5/5,136,"080 64350423
+91 9886499449",HSR,Casual Dining,"Biryani, Dal Makhani, Honey Chilli Potatoes, Noodles, Butter Naan, Veg Thali","North Indian, Chinese",600,Delivery,HSR,3.5,600.0,Mid-Tier (₹300 - ₹700)
"Agara Bus Stop, Sarjapur Main Road, HSR, Bangalore",Ambur Biryani,No,No,3.2/5,5,+91 9008427900,HSR,Quick Bites,Not Specified,"South Indian, Fast Food",450,Delivery,HSR,3.2,450.0,Mid-Tier (₹300 - ₹700)
"Ground floor, Number 7, Somasundara Palya Main Road, 27th Main, HSR, Bangalore",Foxtail Rodeo,No,No,3.5/5,13,+91 7795443612,South Bangalore,Food Truck,Not Specified,"Chinese, Street Food",300,Delivery,HSR,3.5,300.0,Mid-Tier (₹300 - ₹700)
"Sector 2, HSR, Bangalore",Tastydabba.in,No,No,,0,+91 9632462828,HSR,Delivery,Not Specified,North Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"625, 27th Main, Sector 1, HSR, Bangalore",Enroute,No,No,3.1/5,23,"+91 9148653728
+91 9148653729",HSR,Quick Bites,Not Specified,"Continental, Fast Food",300,Delivery,HSR,3.1,300.0,Mid-Tier (₹300 - ₹700)
"Behind Ajmera motors, opposite to Salarpuria serenity, 6th Main Rd, HSR Layout, Bengaluru, Karnataka 560102",Goodness! Beverages,No,No,,0,+91 9148998212,HSR,Delivery,Not Specified,Beverages,250,Delivery,HSR,,250.0,Budget (< ₹300)
"647, 13th Cross, 27th Main, 1st Sector, Bengaluru, HSR, Bengaluru",Shy Chef,No,No,,0,+91 9656713155,HSR,"Takeaway, Delivery",Not Specified,"Fast Food, Beverages",350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"1143, 22nd Cross, Sector 2, HSR",Sandy Cool Joint,No,No,,0,+91 9880961189,HSR,Beverage Shop,Not Specified,Juices,200,Delivery,HSR,,200.0,Budget (< ₹300)
"Number-1647, 1st Floor, Door No: F2, 26th Main, Sector 2, HSR, Bangalore",Kuch Acha Khate Hain- Love for Food,No,No,,0,"+91 8095442288
+91 8005030684",HSR,Delivery,Not Specified,North Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"837, 11th Cross, 26th Main, Sector 1, HSR, Bangalore",Dhaba Central,No,No,3.3/5,5,+91 8042105050,HSR,Casual Dining,Not Specified,North Indian,650,Delivery,HSR,3.3,650.0,Mid-Tier (₹300 - ₹700)
"1158, 5th Main, 20th Cross, South Inn, Near 3M Car Care, Sector 7, HSR, Bangalore",Biryani treat,No,No,,0,+91 9742063456,HSR,"Takeaway, Delivery",Not Specified,Biryani,350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"103/B, 22th Cross Road, 3rd sector, Near HSR Club, HSR, Bangalore",Kolapasi Take away,No,No,,0,"+91 8197405140
+91 9080467565",HSR,Quick Bites,Not Specified,"South Indian, North Indian",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"5th Main, 7th Sector, HSR Layout HSR, Bangalore",Shree Upahara Veg,No,No,,0,+91 8618438071,HSR,Quick Bites,Not Specified,South Indian,200,Delivery,HSR,,200.0,Budget (< ₹300)
"Sai Poorna Premier Apartment, Harlur Road, Near HSR, Bangalore",Awadh Biryani,No,No,,0,+91 9632944118,HSR,Not Specified,Not Specified,"Biryani, Kebab",350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"764, Sector 3, HSR, Bangalore",Cafe Foodywood,No,No,,0,+91 8095214455,HSR,Quick Bites,Not Specified,"Chinese, Continental",450,Delivery,HSR,,450.0,Mid-Tier (₹300 - ₹700)
"391, 25th Main Road, Sector 2, HSR, Bangalore",Thakur's Kitchen,No,No,,0,+91 8884513126,HSR,Delivery,Not Specified,North Indian,500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"22, ITI Layout, Vasudha Raja Gruha, Block-B, Sector 7, HSR, Bangalore",GrannyzHut,No,No,NEW,0,+91 9933667582,HSR,"Takeaway, Delivery",Not Specified,"Chinese, North Indian, Bengali",350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"304, SV Lakeview, Sector 2, 24th Main, Somasundarpalya, Opposite Shop on Super Market, HSR, Bangalore",Madeleine,No,No,,0,"+91 9986749900
+91 8217565949",HSR,Bakery,Not Specified,Bakery,400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"2390, 15th B Cross, 24th Main, HSR Layout, Sector 1",Chattar Mattar,No,No,3.5/5,11,+91 7829611611,HSR,Quick Bites,Not Specified,"North Indian, Chinese",150,Delivery,HSR,3.5,150.0,Budget (< ₹300)
"1126, 23rd Main, 11th Cross, Sector 1, HSR, Bangalore",Sultan's Biryani,No,No,3.2/5,10,+91 9341772727,HSR,Delivery,Not Specified,"Biryani, North Indian",700,Delivery,HSR,3.2,700.0,Mid-Tier (₹300 - ₹700)
"Near Ganesh Temple, Rajiv Gandhi Nagar, HSR, Bangalore",UK Foods,No,No,NEW,0,+91 8073291172,HSR,Delivery,Not Specified,South Indian,200,Delivery,HSR,,200.0,Budget (< ₹300)
"Municipal Khatha 1511, Agara Extension, Sector 1, HSR, Bangalore",Navab's,No,No,,0,"+91 7065787888
+91 9910009994",HSR,Delivery,Not Specified,Mughlai,600,Delivery,HSR,,600.0,Mid-Tier (₹300 - ₹700)
"9, 3rd Cross, Mangamanapalya Road, Mangamanapalya, HSR, Bangalore",The Sweet Paisley,No,No,,0,+91 9654722785,HSR,"Dessert Parlor, Bakery",Not Specified,"Desserts, Bakery",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"24th Main, Between 24th & 25th Cross Road, Opposite Maramma Temple, Sector 2, HSR, Bangalore",Fork n Dough,No,No,,0,+91 7022406870,HSR,"Bakery, Quick Bites",Not Specified,"Bakery, Fast Food",200,Delivery,HSR,,200.0,Budget (< ₹300)
"Garden Layyout, Second Stage, HSR, Bangalore",Royal Shark,No,No,,0,"+91 7795577355
080 69599599",HSR,Casual Dining,Not Specified,"North Indian, Chinese",550,Delivery,HSR,,550.0,Mid-Tier (₹300 - ₹700)
"Flat A-803, GK Golden City, HSR, Bangalore",Thali15,No,No,,0,"+91 9008064134
+91 8280327048",HSR,Delivery,Not Specified,North Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"13/3, 3rd Main, Teachers Colony, HSR, Bangalore","When Hunger Strikes, Batman Delivers!",No,No,,0,+91 8178999908,HSR,Delivery,Not Specified,Fast Food,400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"408, 1st floor, Nilkanteswar Layout, 1st cross, 1st Main Mangammanapalya, HSR, Bangalore",Ranjitha Food Court,No,No,,0,+91 8050781208,HSR,"Takeaway, Delivery",Not Specified,South Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"24 Main Road, Near Thurmala Theatre, HSR, Bangalore",New GFC Dum Biryani,No,No,,0,+91 8660737213,HSR,Quick Bites,Not Specified,"Biryani, South Indian",250,Delivery,HSR,,250.0,Budget (< ₹300)
"93, Madina Nagar, Mangammanapalya Main Road, Near Salarpuria Serenity, HSR, Bangalore",Hotel Bismillah,No,No,,0,080 25729972,HSR,Quick Bites,Not Specified,"Biryani, Chinese, Kebab, North Indian",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"73, Dinne Anjinaya Temple Road, Haralur Village, Sector 1, HSR, Bangalore",Vrikshah Kitchens,No,No,,0,+91 9620521114,HSR,"Takeaway, Delivery",Not Specified,"South Indian, North Indian",200,Delivery,HSR,,200.0,Budget (< ₹300)
"108, Harlur Main Rd, Near Narayana School, HSR, Bangalore",Nandini Cafe,No,No,,0,+91 9986522924,HSR,Quick Bites,Not Specified,Fast Food,200,Delivery,HSR,,200.0,Budget (< ₹300)
"ITI Layout, Sector 7, HSR Layout, HSR, Bengaluru",NR Bakery,No,No,,0,+91 9746273366,HSR,Bakery,Not Specified,"Bakery, Juices, Coffee, Tea",150,Delivery,HSR,,150.0,Budget (< ₹300)
"120/4, Harlur Main Road, Reliable Residency Layout, Phase-3, PWD Quarters, Reliable Residency Layout Phase 3, HSR Layout, HSR, Bangalore",Best Biryani,No,No,,0,+91 8971042098,HSR,Quick Bites,Not Specified,"North Indian, Biryani, Desserts",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"36/6, ITI Layout, Sector 7, HSR, Bangalore",U And N Health,No,No,,0,+91 6363285415,HSR,"Takeaway, Delivery",Not Specified,"Healthy Food, Beverages",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"ITI Layout, Muneshwara Nagar, HSR, Bangalore",Pind XPRS,No,No,,0,+91 8076923895,HSR,Delivery,Not Specified,North Indian,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"Block 1, Teacher's Colony, Sector 5, Jakkasandra, HSR, Bangalore",Maggi N Maggi House,No,No,NEW,0,+91 8249652720,HSR,"Takeaway, Delivery",Not Specified,Fast Food,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"14th Main, 4th Sector, HSR, Bangalore",Vegetarea,No,No,,0,080 43334333,HSR,"Takeaway, Delivery",Not Specified,South Indian,250,Delivery,HSR,,250.0,Budget (< ₹300)
"2B, 358, Ground Floor, 25th Main, 22nd Cross, Sector 2, Parangi Palya, HSR, Bangalore",Amul Ice Cream,Yes,No,NEW,0,+91 7892893052,HSR,Dessert Parlor,Not Specified,"Desserts, Ice Cream",100,Delivery,HSR,,100.0,Budget (< ₹300)
"192, Hospalya Main Road, ITI layout, HSR, Bangalore",Bengaluru Donne Biriyani,No,No,,0,+91 8105270176,HSR,Quick Bites,Not Specified,"South Indian, Biryani",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"1161/1, Jinan Tower, 24th Cross, 24th Main, Sector 2, HSR, Bengaluru",Biryani Affair,Yes,No,3.5/5,147,+91 8296334488,HSR,Delivery,"Chicken Biryani, Raita, Mutton Biryani",Biryani,350,Delivery,HSR,3.5,350.0,Mid-Tier (₹300 - ₹700)
"24th main, Parangipalya, 2nd Sector, Near Ambedkar Samudaya Bhavan, HSR, Bangalore",SR Biriyani Palace,No,No,3.3/5,8,"+91 8065337999
+91 9742537333",HSR,Not Specified,Not Specified,Andhra,300,Delivery,HSR,3.3,300.0,Mid-Tier (₹300 - ₹700)
"2724, 31st Main, 17th Cross, Near NIFT College, HSR, Bangalore",Juicemaker,No,No,3.7/5,68,+91 7760115486,HSR,"Quick Bites, Beverage Shop","Salads, Chicken Ceaser Salad, Sandwiches, Burrito Bowl, Shawarma, Sandwich","Beverages, Fast Food",400,Delivery,HSR,3.7,400.0,Mid-Tier (₹300 - ₹700)
"172, Siri Skylights Building, 9th Main, Sector 7, se HSR, Bangalore",Go Italia,Yes,No,NEW,0,"+91 8217658126
00 829686818",HSR,Quick Bites,Not Specified,"Italian, Pizza, Fast Food",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"1086, Twin Tulips Building, 18th Cross Road, 14th Main, Sector 4, HSR, Bangalore",Indiana Burgers,Yes,No,3.3/5,17,+91 8197170008,HSR,Delivery,Not Specified,Burger,300,Delivery,HSR,3.3,300.0,Mid-Tier (₹300 - ₹700)
"1677, 27th Main, 22nd Cross, Sector 2, Near NIFT College, HSR Layout, HSR, Bangalore",Kia's Kitchen,Yes,No,3.5/5,12,+91 9880202283,HSR,Delivery,Not Specified,"North Indian, Chinese",600,Delivery,HSR,3.5,600.0,Mid-Tier (₹300 - ₹700)
"2343, AJ Forte, 17th Cross, 1st Sector, HSR, Bangalore",Tea Villa Cafe,Yes,Yes,4.2/5,859,"080 49755755
+91 9148255755",HSR,"Cafe, Casual Dining","Tea, Waffles, Pasta, Spaghetti, Sandwiches, Ratatouille, Nutella Waffle","Cafe, Tea, Continental, Mediterranean, Italian, Desserts, Beverages",800,Delivery,HSR,4.2,800.0,Upper-Mid (₹700 - ₹1500)
"Near Micro Labs, Kudlu- Harlur Road, HSR, Bangalore",DS Juice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Grill,Yes,No,3.2/5,67,+91 9686818090,HSR,Quick Bites,Not Specified,"Fast Food, Juices, Chinese",200,Delivery,HSR,3.2,200.0,Budget (< ₹300)
"Udupi Bhavan 120/4, Harlur Main Road, Reliable Residency Layout, Phase 3, PWD Quarters, 1st Sector, HSR, Bangalore",CakeBox,Yes,No,3.5/5,18,+91 9164002233,HSR,Bakery,Not Specified,"Bakery, Desserts",400,Delivery,HSR,3.5,400.0,Mid-Tier (₹300 - ₹700)
Delivery Only,Juiced Burger,Yes,No,3.5/5,5,"+91 8197470002
+91 8033037777",South Bangalore,Delivery,Not Specified,Burger,750,Delivery,HSR,3.5,750.0,Upper-Mid (₹700 - ₹1500)
"402, 25 B Main, 22nd Cross, Sector 2, HSR, Bangalore",Kachori Kafe,Yes,No,3.1/5,570,+91 6360970467,HSR,Quick Bites,"Kachori, Tea, Badam Milk, Lassi, Chaat, Paratha, Rabri","Street Food, Mithai, Desserts, North Indian",300,Delivery,HSR,3.1,300.0,Mid-Tier (₹300 - ₹700)
"Near KEB Power Station, 27th Main Road, 2nd Sector, HSR Layout, HSR, Bangalore",Mughal Treat,Yes,No,4.0/5,434,"+91 9620860013
+91 7829553235",HSR,Casual Dining,"Charcoal Chicken, Biryani, Shawarma, Pulpy Grape Juice, Tandoori Chicken, Lime Soda, Seekh Kebab","North Indian, Chinese, Mughlai",600,Delivery,HSR,4.0,600.0,Mid-Tier (₹300 - ₹700)
"20, Royal Placid Phase 2, Oppsite Hyper Super Market, Harlur Road, HSR, Bangalore",Thanco's Natural Ice Cream,Yes,No,3.9/5,100,"+91 8792872410
+91 9886045569",HSR,Dessert Parlor,Waffles,"Ice Cream, Desserts",450,Delivery,HSR,3.9,450.0,Mid-Tier (₹300 - ₹700)
"Kristal Jasper Commercial Complex, Amrita College Road, Near Shell Petrol, Kasavanahalli, Sarjapur Road, Bangalore",Pepperwood 2,Yes,No,3.1/5,36,+91 9704502468,Sarjapur Road,Quick Bites,Not Specified,"Biryani, Rolls",300,Delivery,HSR,3.1,300.0,Mid-Tier (₹300 - ₹700)
"2nd Main, Muneshwara Layout, Vinayaka Nagar, Kudlu Gate, HSR, Bangalore",Dakshin Flavors,Yes,No,3.0/5,206,"+91 9686818090
080 49788805",HSR,Casual Dining,Not Specified,"South Indian, North Indian",600,Delivery,HSR,3.0,600.0,Mid-Tier (₹300 - ₹700)
"66/A, 66/B, 1st Floor Gangalahari, Kasavanahalli, Opposite Amritamayi Vishwavidaya Reetam, Sarjapur Road, Bangalore",Hotel Narmada,Yes,No,NEW,0,"+91 9632700535
+91 8296566667",Sarjapur Road,Quick Bites,Not Specified,"Hyderabadi, Biryani, Andhra",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"27th Main, 2nd Sector, HSR, Bangalore",Rock View Family Restaurant,Yes,No,3.3/5,8,+91 9986649294,HSR,Casual Dining,Not Specified,"North Indian, Chinese",700,Delivery,HSR,3.3,700.0,Mid-Tier (₹300 - ₹700)
"1152, 22nd Cross, 22nd B Main, Sector 2, HSR, Bangalore",OMY Grill,Yes,No,3.8/5,34,+91 9148848424,HSR,Quick Bites,Not Specified,"Biryani, Rolls, Fast Food",300,Delivery,HSR,3.8,300.0,Mid-Tier (₹300 - ₹700)
"Shop 2, 953/B, 60 Feet Main Road, AECS Layout - A Block, Hal Layout, Singasandra, Hosur Road, Bangalore",Dinemaster Gogo's,Yes,No,3.4/5,5,"+91 9655186942
+91 6361216863",Hosur Road,Quick Bites,Not Specified,"Chinese, Rolls, Beverages",300,Delivery,HSR,3.4,300.0,Mid-Tier (₹300 - ₹700)
"1153, 24th Main, 22nd Cross, Sector 2, HSR, Bangalore",Burger Mania,Yes,No,NEW,0,+91 7483156893,HSR,Quick Bites,Not Specified,"Burger, Sandwich, Fast Food",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"Teacher's Colony, Jakkasandra, Block 1, Koramangala, HSR Layout Sector 5, HSR, Bangalore",Agarwal Food Service,Yes,No,3.5/5,16,+91 9964960386,HSR,Delivery,Not Specified,"North Indian, Chinese, Biryani",400,Delivery,HSR,3.5,400.0,Mid-Tier (₹300 - ₹700)
"169, Mahatyagi Laksmidevi Road, Koramangala 1st Block, Bangalore",The Food Therapy,No,No,NEW,0,+91 8618569171,Koramangala 1st Block,"Casual Dining, Bar",Not Specified,"North Indian, South Indian, Continental, Chinese","1,000",Delivery,HSR,,1000.0,Upper-Mid (₹700 - ₹1500)
"20 D Cross, Ejipura Main Road Opposite Amrutha Medical, Ejipura, Bangalore",Kalpanar Rannaghar,No,No,3.4/5,8,+91 9986790491,Ejipura,Delivery,Not Specified,"North Indian, Bengali, Chinese",250,Delivery,HSR,3.4,250.0,Budget (< ₹300)
"31, 1st Main, Kalyan Mandapa Road, Jakkasandra, Koramangala 1st Block, Bangalore",Dine With Singhs,No,No,,0,+91 9148394949,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, Chinese",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"30, 1st Cross Road, Venktapura, Jakkasandra, 1st Block Koramangala, Bangalore",Hotel Atithi North Karnataka Mess,No,No,,0,+91 9916374565,Koramangala 1st Block,Quick Bites,Not Specified,South Indian,200,Delivery,HSR,,200.0,Budget (< ₹300)
"House 70, 13th cross, Venkatapura, Teachers Colony, Koramangala 1st Block, Bangalore",Delhi Home Food,No,No,3.3/5,5,+91 7975638418,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, South Indian",200,Delivery,HSR,3.3,200.0,Budget (< ₹300)
Delivery Only,Big Bowl Theory,No,No,3.1/5,27,+91 9108974600,Koramangala,Delivery,Not Specified,Continental,400,Delivery,HSR,3.1,400.0,Mid-Tier (₹300 - ₹700)
"47/3, Subha Laxmi Complex, Kudle Road, Hosur Road, Bangalore",Tongue Taste,Yes,No,,0,"+91 7019276526
+91 9590993833",Hosur Road,Quick Bites,Not Specified,"North Indian, Chinese, Fast Food",350,Delivery,HSR,,350.0,Mid-Tier (₹300 - ₹700)
"15, Ground Floor, 7th Cross, 28th Main Road, Hosapalya, Bommanahalli, Bangalore",It's My Meal,No,No,,0,+91 9986216643,Bommanahalli,"Takeaway, Delivery",Not Specified,North Indian,200,Delivery,HSR,,200.0,Budget (< ₹300)
"AB 401, Salarpuria Greenage, Next to Oxford College, Bommanahalli, Bangalore",Sugar Dust - Dessert Amore,No,No,,0,+91 9535508400,Bommanahalli,Delivery,Not Specified,"Desserts, Bakery",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"13/1, 10 Cross, Hosur Road, Bommanahalli, Bangalore",FoodandSnack.com,No,No,3.3/5,8,"+91 8884666974
+91 8884666984",Bommanahalli,Delivery,Not Specified,"South Indian, North Indian",500,Delivery,HSR,3.3,500.0,Mid-Tier (₹300 - ₹700)
"Near Oxford Dental College, 1st Cross, Bommanahalli, Bangalore",Eat N Drink,No,No,3.8/5,32,"+91 8892123162
+91 8105931690",Bommanahalli,Quick Bites,Not Specified,Fast Food,250,Delivery,HSR,3.8,250.0,Budget (< ₹300)
"Sarjapur Main Road, Jakkasandra, 1st Block Koramangala, Bangalore",Hotel Thazooq,No,No,3.3/5,6,+91 7337899000,Koramangala 1st Block,Quick Bites,Not Specified,"North Indian, Chinese, Biryani",350,Delivery,HSR,3.3,350.0,Mid-Tier (₹300 - ₹700)
"G 04, Lavanya Serenity, 13th D Cross, Venkatapura Extension, Teacher's Colony, Koramangala 1st Block, Bangalore",Naani'z Biryani,No,No,3.3/5,6,+91 7337735365,Koramangala 1st Block,Quick Bites,Not Specified,Biryani,300,Delivery,HSR,3.3,300.0,Mid-Tier (₹300 - ₹700)
"Behind Oxford Engineering Collage, Bommanahalli, Bangalore",Sapna bakery,No,No,,0,"+91 9448398076
+91 8547616242",Bommanahalli,Quick Bites,Not Specified,"Bakery, Kerala",250,Delivery,HSR,,250.0,Budget (< ₹300)
"Door Number JB 1103, Juniper-Block B, Salarpuria Greenage, Bommanahalli, Bangalore,",Health Kitchen,No,No,,0,+91 9916733301,Bommanahalli,Delivery,Not Specified,"Healthy Food, Juices",300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"3, Harlur Main Road, Kudlu Gate, Kudlu, Bommanahalli, Bangalore",Foodys Adda,No,No,3.2/5,4,+91 9148009340,Bommanahalli,Quick Bites,Not Specified,Fast Food,300,Delivery,HSR,3.2,300.0,Mid-Tier (₹300 - ₹700)
"Kudlu Gate, Bommanahalli, Bangalore",Desi Chatkara,No,No,,0,,,Not Specified,Not Specified,Not Specified,,Delivery,HSR,,,Unknown
"70, 6th Main, 13th Cross, Teachers Colony, Venkatapura, Koramangala 1st Block, Bangalore",Fried Chicken Burger,No,No,,0,"+91 9008022544
+91 7338335958",Koramangala 1st Block,Quick Bites,Not Specified,Fast Food,400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"90, 1st Main, Near Oxford College Back Gate, Bommanahalli, Bangalore",Chillax,No,No,3.3/5,4,+91 9686750331,Bommanahalli,Quick Bites,Not Specified,"Fast Food, Beverages",300,Delivery,HSR,3.3,300.0,Mid-Tier (₹300 - ₹700)
"30, Bethel, Venkatapura Main Road, 13th Cross, Teacher's Colony, Koramangala 1st Block, Bangalore",New Ambur Dum Biryani,No,No,3.2/5,7,"+91 8597329757
+91 9845478654",Koramangala 1st Block,Quick Bites,Not Specified,"Biryani, Kebab",200,Delivery,HSR,3.2,200.0,Budget (< ₹300)
"1, Venkatapura Main Road, Teacher's Colony, Jakkasandra, 1st Block Koramangala, Bangalore",Braggkit,No,No,,0,+91 9461632394,Koramangala 1st Block,Delivery,Not Specified,Fast Food,300,Delivery,HSR,,300.0,Mid-Tier (₹300 - ₹700)
"4, Gurumurthy Reddy Layout, Rammurthy Nagar, Bangalore",Biryani House,No,No,3.2/5,8,+91 9880514683,Rammurthy Nagar,"Takeaway, Delivery",Not Specified,"Biryani, South Indian",150,Delivery,HSR,3.2,150.0,Budget (< ₹300)
"178/10, 3rd B Cross, Jakkasandra, Koramangala 1st Block, Bangalore",Vegan Khana,No,No,,0,080 48513973,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,"Healthy Food, North Indian, Chinese",400,Delivery,HSR,,400.0,Mid-Tier (₹300 - ₹700)
"Hongasandra Main Road, Near Sharadha Vikas School, Garvebhavipalya Bommanahalli, Bangalore",Spice Resto,No,No,3.3/5,5,+91 9739341327,Bommanahalli,Quick Bites,Not Specified,"Kerala, North Indian, Chinese",400,Delivery,HSR,3.3,400.0,Mid-Tier (₹300 - ₹700)
"#22, 6th Cross, Jakkasandra Extention, Koramangala 1st Block, Bangalore",Aaharam,No,No,4.0/5,65,+91 9206474090,Koramangala 1st Block,Quick Bites,"Chicken Noodle, Noodles, Paneer Lababdar, Paratha","Chinese, North Indian",350,Delivery,HSR,4.0,350.0,Mid-Tier (₹300 - ₹700)
"71, Opposite Oxford Institutions, Bommanahalli, Bangalore",Mughal's,No,No,,0,+91 8296774554,Bommanahalli,Quick Bites,Not Specified,"Mughlai, North Indian",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"16/10, Thirumalappa Complex, Hosplaya Main Road, Near Ujala Factory, Bommanahalli, Bangalore",Navi's Kitchen,Yes,No,NEW,0,+91 9686447872,Bommanahalli,Quick Bites,Not Specified,"North Indian, Chinese",250,Delivery,HSR,,250.0,Budget (< ₹300)
"1st Block, Kormangala, Koramangala 1st Block, Bangalore",North Indian Rasoi,No,No,,0,+91 8854074590,Koramangala 1st Block,"Takeaway, Delivery",Not Specified,"North Indian, Rajasthani",500,Delivery,HSR,,500.0,Mid-Tier (₹300 - ₹700)
"2, 25, VenkarajuKena, MangamPalya",Hot & Cold Juice Cafe,No,No,,0,+91 7338216797,Bommanahalli,Quick Bites,Not Specified,"Fast Food, Beverages",250,Delivery,HSR,,250.0,Budget (< ₹300)
